id,carat,cut,color,clarity,depth,table,x,y,z,price
28077,1.02,Premium,H,SI2,60.8,58.0,6.48,6.45,3.93,8.22
28078,0.3,Ideal,J,VVS2,62.3,58.0,4.26,4.28,2.66,6.084
28079,0.62,Ideal,H,VVS2,62.0,56.0,5.46,5.48,3.39,7.627
28080,0.57,Ideal,G,VS1,61.3,56.0,5.34,5.36,3.28,7.523
28081,0.9,Good,G,VS2,63.6,59.0,6.1,6.04,3.86,8.3
28082,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,7.464
28083,0.8,Premium,G,SI2,61.4,56.0,5.99,5.96,3.67,7.804
28084,1.07,Premium,G,VS2,61.9,58.0,6.54,6.55,4.05,8.822
28085,1.5,Ideal,E,SI1,62.3,57.0,7.33,7.28,4.55,9.232
28086,0.3,Ideal,E,VS2,61.3,57.0,4.33,4.29,2.64,6.738
28087,0.3,Ideal,G,IF,60.9,57.0,4.32,4.29,2.62,6.863
28088,0.51,Very Good,G,SI1,60.3,61.0,5.12,5.19,3.11,7.107
28089,0.3,Premium,H,VVS1,62.3,58.0,4.32,4.29,2.68,6.778
28090,0.55,Ideal,H,SI1,61.4,56.0,5.28,5.31,3.25,7.368
28091,0.71,Ideal,G,SI1,60.5,56.4,5.76,5.8,3.5,7.92
28092,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,6.107
28093,0.3,Ideal,G,VVS1,61.8,56.0,4.32,4.36,2.68,6.639
28094,0.32,Ideal,G,VS2,61.4,55.0,4.46,4.4,2.72,6.579
28095,0.31,Ideal,E,VVS2,61.4,58.0,4.33,4.37,2.67,6.627
28096,0.55,Premium,H,VS2,59.9,61.0,5.31,5.28,3.17,7.147
28097,0.32,Very Good,I,VS2,61.1,57.0,4.39,4.42,2.69,6.107
28098,0.7,Fair,E,VS2,65.6,61.0,5.62,5.47,3.64,7.763
28099,1.05,Ideal,J,VS1,60.6,56.0,6.59,6.55,3.98,8.168
28100,0.92,Ideal,H,VS2,60.8,58.0,6.27,6.32,3.83,8.442
28101,1.09,Ideal,F,VS1,61.6,55.0,6.62,6.67,4.09,9.189
28102,0.33,Premium,I,IF,62.1,58.0,4.43,4.39,2.74,6.792
28103,0.65,Ideal,G,VVS1,61.9,56.0,5.56,5.59,3.45,8.086
28104,0.52,Ideal,H,SI2,61.0,55.0,5.22,5.19,3.18,6.971
28105,0.71,Very Good,G,SI1,61.2,61.0,5.66,5.71,3.48,7.726
28106,1.21,Very Good,H,VS2,62.8,57.0,6.77,6.82,4.27,8.807
28107,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,7.356
28108,0.35,Ideal,E,SI1,60.9,55.0,4.53,4.57,2.77,6.42
28109,0.93,Good,D,SI2,63.4,59.0,6.15,6.18,3.91,8.172
28110,0.32,Ideal,E,SI1,61.9,55.0,4.4,4.43,2.73,6.326
28111,0.3,Premium,F,VS2,62.8,58.0,4.28,4.25,2.68,6.654
28112,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,8.132
28113,1.1,Very Good,F,VS2,62.7,58.5,6.5,6.59,4.1,8.892
28114,0.76,Premium,D,SI1,61.6,59.0,5.84,5.82,3.59,7.987
28115,1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6,8.838
28116,0.24,Very Good,E,VVS2,63.6,54.0,3.96,4.0,2.53,6.184
28117,0.4,Ideal,G,SI2,61.9,54.0,4.75,4.8,2.94,6.433
28118,0.4,Premium,F,SI2,59.6,58.0,4.85,4.81,2.88,6.762
28119,0.43,Good,D,SI2,63.1,59.0,4.8,4.81,3.03,6.506
28120,1.51,Premium,G,VS1,62.4,60.0,7.3,7.34,4.57,9.46
28121,0.38,Premium,D,SI1,58.9,61.0,4.79,4.75,2.81,6.847
28122,0.3,Very Good,I,VS1,63.4,54.0,4.32,4.29,2.73,6.41
28123,0.35,Ideal,E,VS2,62.0,57.0,4.55,4.51,2.81,6.892
28124,0.71,Good,I,VS2,61.1,60.6,5.71,5.74,3.49,7.671
28125,0.3,Premium,G,VVS2,62.0,58.0,4.26,4.29,2.65,6.528
28126,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,8.964
28127,1.01,Ideal,F,SI2,62.7,57.0,6.43,6.37,4.01,8.298
28128,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,6.627
28129,0.37,Premium,I,VVS1,62.4,58.0,4.58,4.55,2.85,6.773
28130,1.5,Premium,D,SI1,61.6,59.0,7.4,7.3,4.53,9.506
28131,1.2,Very Good,I,SI1,63.1,61.0,6.65,6.58,4.18,8.367
28132,1.0,Ideal,H,VVS1,61.5,59.0,6.37,6.41,3.93,8.785
28133,1.2,Ideal,D,SI1,62.7,55.0,6.79,6.71,4.23,8.975
28134,1.01,Ideal,H,SI2,62.0,57.0,6.4,6.43,3.98,8.482
28135,0.96,Premium,E,SI1,60.0,60.0,6.44,6.39,3.85,8.49
28136,0.3,Premium,F,SI1,60.9,60.0,4.37,4.33,2.65,6.463
28137,0.71,Premium,G,IF,62.0,58.0,5.67,5.72,3.53,8.2
28138,0.31,Ideal,G,IF,62.1,54.0,4.38,4.41,2.73,6.792
28139,0.72,Ideal,E,SI1,62.6,57.0,5.69,5.74,3.58,7.912
28140,0.9,Very Good,H,VS1,62.8,59.0,6.07,6.15,3.84,8.452
28141,1.04,Premium,D,SI2,58.2,59.0,6.67,6.62,3.87,8.373
28142,0.31,Premium,D,VVS2,61.7,58.0,4.39,4.33,2.69,6.896
28143,0.54,Good,D,SI2,63.2,57.0,5.16,5.19,3.27,7.13
28144,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,9.492
28145,0.31,Very Good,E,VS2,61.8,59.0,4.3,4.37,2.68,6.522
28146,0.93,Ideal,H,SI1,62.0,55.0,6.32,6.29,3.91,8.254
28147,1.57,Premium,D,SI1,62.3,59.0,7.44,7.39,4.62,9.427
28148,0.33,Very Good,G,VS2,59.4,61.0,4.49,4.53,2.68,6.361
28149,1.05,Very Good,F,SI2,62.1,58.0,6.47,6.5,4.03,8.398
28150,0.31,Very Good,G,SI1,58.8,62.0,4.39,4.42,2.59,6.136
28151,0.3,Ideal,F,SI1,62.5,57.0,4.3,4.31,2.69,6.163
28152,0.76,Very Good,I,VS1,59.8,61.0,5.92,5.96,3.55,7.836
28153,1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04,8.943
28154,0.26,Ideal,H,SI1,60.5,58.0,4.16,4.17,2.52,6.161
28155,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25,9.758
28156,0.28,Very Good,H,VS2,61.6,57.0,4.22,4.25,2.61,6.061
28157,1.11,Ideal,H,SI1,61.6,56.0,6.65,6.69,4.11,8.586
28158,0.7,Good,E,VS2,60.3,60.0,5.69,5.75,3.45,8.044
28159,0.72,Good,J,SI1,60.1,64.0,5.83,5.75,3.48,7.416
28160,0.7,Ideal,H,SI2,61.6,56.0,5.77,5.72,3.53,7.752
28161,1.26,Ideal,E,VVS2,61.1,57.0,7.0,6.98,4.27,9.577
28162,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,6.528
28163,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,7.518
28164,1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,8.459
28165,0.73,Very Good,G,SI1,61.5,59.0,5.76,5.81,3.56,7.784
28166,1.02,Premium,D,VS2,61.5,58.0,6.51,6.44,3.98,8.921
28167,1.1,Premium,E,SI2,60.9,60.0,6.66,6.61,4.04,8.439
28168,1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,9.088
28169,1.5,Premium,I,VS2,62.5,59.0,7.3,7.26,4.55,9.111
28170,0.31,Ideal,E,VS2,62.3,57.0,4.32,4.35,2.7,6.522
28171,0.94,Very Good,G,VVS1,63.3,57.0,6.21,6.14,3.91,8.714
28172,0.23,Very Good,E,VS2,63.8,55.0,3.85,3.92,2.48,5.864
28173,1.01,Very Good,F,VS2,62.3,59.0,6.37,6.44,3.99,8.712
28174,0.52,Very Good,G,VS2,63.0,55.0,5.13,5.16,3.24,7.222
28175,1.0,Very Good,E,VS2,61.0,59.0,6.41,6.48,3.93,8.937
28176,0.71,Very Good,D,VS1,63.2,57.0,5.63,5.67,3.57,8.133
28177,0.3,Ideal,G,VS1,61.5,56.0,4.34,4.28,2.65,6.654
28178,1.44,Premium,E,I1,61.1,62.0,7.23,7.15,4.39,8.549
28179,0.56,Premium,E,VS2,61.0,62.0,5.36,5.28,3.24,7.54
28180,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02,9.737
28181,0.52,Premium,E,VS1,61.7,58.0,5.17,5.11,3.17,7.506
28182,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,8.154
28183,0.38,Ideal,E,VS2,61.7,54.3,4.68,4.69,2.89,6.749
28184,0.3,Very Good,D,VVS2,63.5,58.0,4.31,4.23,2.71,6.918
28185,1.04,Ideal,D,VVS2,60.9,57.0,6.54,6.6,4.0,9.351
28186,0.38,Premium,I,VS2,61.5,58.0,4.62,4.61,2.84,6.7
28187,0.5,Very Good,E,VS2,61.2,63.0,5.14,5.09,3.13,7.392
28188,2.04,Very Good,J,VS1,62.6,58.0,8.06,8.11,5.06,9.584
28189,1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,8.983
28190,1.09,Ideal,H,SI1,61.9,56.0,6.64,6.61,4.1,8.491
28191,0.31,Ideal,E,SI1,61.9,53.0,4.36,4.4,2.71,6.246
28192,0.23,Good,E,VVS2,63.4,61.0,3.85,3.91,2.46,6.184
28193,1.0,Good,G,SI2,63.4,60.0,6.22,6.34,3.98,8.21
28194,0.79,Very Good,E,SI1,63.2,56.0,5.91,5.83,3.71,8.024
28195,1.02,Ideal,D,SI1,62.2,56.0,6.43,6.47,4.0,8.755
28196,1.11,Ideal,I,SI1,62.2,54.0,6.64,6.68,4.14,8.518
28197,0.29,Very Good,H,VVS2,61.7,55.0,4.27,4.3,2.64,6.293
28198,1.55,Very Good,H,SI1,63.2,57.0,7.35,7.31,4.64,8.863
28199,0.2,Very Good,E,VS2,63.4,59.0,3.74,3.71,2.36,5.905
28200,0.3,Ideal,E,SI1,62.3,56.0,4.29,4.32,2.68,6.213
28201,0.51,Good,D,SI1,64.0,58.0,5.03,5.06,3.23,7.135
28202,0.36,Ideal,D,VS2,62.0,54.0,4.6,4.62,2.86,6.654
28203,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,6.981
28204,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,7.059
28205,0.81,Very Good,I,VS2,60.4,63.0,5.97,5.95,3.6,7.869
28206,0.32,Ideal,G,VS2,62.0,57.0,4.41,4.37,2.72,6.51
28207,0.73,Premium,G,SI2,61.2,56.0,5.76,5.67,3.5,7.384
28208,0.52,Very Good,H,SI1,63.1,57.0,5.14,5.09,3.23,7.106
28209,1.54,Very Good,I,SI2,60.1,61.0,7.41,7.46,4.47,8.934
28210,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,8.744
28211,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.74,3.54,7.861
28212,1.12,Premium,H,SI2,62.0,57.0,6.68,6.61,4.12,8.443
28213,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,8.618
28214,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,8.856
28215,1.22,Premium,I,SI1,62.3,58.0,6.77,6.81,4.23,8.563
28216,0.53,Ideal,F,VS1,61.6,55.0,5.24,5.21,3.22,7.462
28217,1.2,Very Good,E,VVS2,63.2,56.0,6.73,6.78,4.27,9.346
28218,0.9,Premium,F,VS2,62.7,54.0,6.13,6.11,3.84,8.35
28219,0.23,Very Good,D,VS1,61.9,58.0,3.92,3.96,2.44,5.996
28220,0.41,Premium,G,VS2,59.9,59.0,4.86,4.82,2.9,6.967
28221,0.31,Premium,G,VVS1,62.2,59.0,4.3,4.32,2.68,6.704
28222,0.41,Premium,D,SI2,62.7,58.0,4.78,4.75,2.99,6.775
28223,0.34,Premium,G,VS2,61.2,58.0,4.46,4.5,2.74,6.39
28224,1.52,Very Good,D,VS2,63.4,59.0,7.32,7.24,4.61,9.594
28225,0.5,Fair,F,SI1,66.5,59.0,5.01,4.91,3.3,6.902
28226,0.49,Premium,F,VS2,59.2,57.0,5.21,5.16,3.07,7.14
28227,0.9,Very Good,F,SI2,61.8,60.0,6.13,6.14,3.79,8.244
28228,0.31,Ideal,E,VVS2,61.7,56.0,4.36,4.33,2.68,6.953
28229,1.51,Premium,J,VS2,60.7,60.0,7.43,7.36,4.49,8.903
28230,2.33,Premium,J,SI1,61.1,58.0,8.6,8.56,5.24,9.362
28231,0.31,Very Good,D,SI1,63.1,57.0,4.32,4.3,2.72,6.596
28232,0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,7.251
28233,0.42,Ideal,I,VVS1,60.5,57.0,4.84,4.88,2.94,6.763
28234,1.01,Ideal,E,SI1,62.0,56.0,6.41,6.47,3.99,8.619
28235,1.23,Ideal,E,SI2,61.2,55.0,6.92,7.01,4.26,8.746
28236,1.22,Ideal,E,VVS2,61.6,56.0,6.85,6.88,4.23,9.576
28237,0.81,Ideal,D,SI1,62.0,56.0,5.97,6.0,3.71,8.256
28238,1.02,Very Good,F,VS2,62.8,57.0,6.36,6.41,4.01,8.841
28239,0.39,Very Good,F,IF,60.8,55.0,4.73,4.77,2.89,7.031
28240,0.57,Premium,E,SI2,61.0,60.0,5.36,5.32,3.26,7.185
28241,1.25,Ideal,G,SI2,61.5,56.0,7.0,6.92,4.28,8.748
28242,0.71,Premium,F,SI1,61.1,62.0,5.76,5.72,3.51,7.748
28243,0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,6.593
28244,0.33,Premium,I,VS2,61.1,59.0,4.44,4.4,2.7,6.387
28245,0.57,Good,G,SI1,63.3,55.0,5.29,5.32,3.36,7.218
28246,0.32,Very Good,F,SI1,63.2,55.0,4.4,4.37,2.77,6.528
28247,1.0,Premium,E,SI1,62.6,60.0,6.35,6.3,3.97,8.62
28248,0.3,Very Good,E,VVS2,60.8,60.0,4.27,4.31,2.61,6.671
28249,1.23,Very Good,E,SI1,59.2,62.0,7.0,7.05,4.16,8.874
28250,0.3,Ideal,F,VS1,62.3,53.8,4.3,4.33,2.69,6.48
28251,0.33,Ideal,G,SI2,61.2,56.0,4.48,4.51,2.75,6.138
28252,1.0,Premium,E,VS2,63.0,58.0,6.25,6.22,3.93,8.877
28253,0.32,Ideal,E,VS1,61.0,54.0,4.44,4.46,2.72,6.715
28254,1.35,Good,I,VS2,59.2,65.0,7.18,7.13,4.23,8.632
28255,0.56,Ideal,G,SI1,62.0,57.0,5.25,5.27,3.26,7.397
28256,1.52,Very Good,I,SI1,62.8,62.0,7.23,7.29,4.56,9.119
28257,0.29,Ideal,E,VVS1,62.7,55.0,4.22,4.2,2.64,6.755
28258,1.17,Ideal,G,VS1,59.4,57.0,6.93,6.87,4.1,8.876
28259,0.74,Good,F,SI2,59.3,61.0,5.87,5.97,3.51,7.692
28260,1.75,Very Good,H,VS1,63.3,56.0,7.63,7.53,4.8,9.572
28261,0.72,Ideal,F,SI2,62.0,55.0,5.75,5.79,3.58,7.707
28262,0.5,Very Good,E,VS2,62.9,55.0,5.07,5.11,3.2,7.352
28263,2.02,Ideal,I,VS1,62.1,56.0,8.13,8.09,5.04,9.816
28264,0.79,Ideal,D,VS2,61.3,57.0,5.95,6.0,3.66,8.247
28265,0.36,Ideal,E,VS2,61.2,56.0,4.6,4.62,2.82,6.671
28266,0.79,Premium,F,SI1,62.8,55.0,5.94,5.88,3.71,7.885
28267,0.9,Very Good,I,SI2,60.4,58.0,6.25,6.31,3.79,8.039
28268,0.34,Good,H,VS1,63.1,57.0,4.4,4.44,2.79,6.39
28269,0.37,Premium,F,SI1,61.5,59.0,4.59,4.62,2.83,6.423
28270,0.26,Ideal,E,VVS2,60.7,56.0,4.13,4.17,2.52,6.392
28271,0.36,Premium,G,VS1,61.7,59.0,4.59,4.55,2.82,6.837
28272,0.4,Very Good,F,VVS1,63.7,58.0,4.65,4.68,2.97,7.018
28273,0.32,Ideal,G,IF,60.9,56.0,4.43,4.41,2.69,6.928
28274,0.71,Premium,F,VS2,61.9,59.0,5.75,5.72,3.55,7.896
28275,0.7,Premium,D,SI2,62.1,60.0,5.73,5.71,3.55,7.749
28276,0.3,Premium,E,VS2,60.4,58.0,4.3,4.34,2.61,6.489
28277,1.3,Premium,H,VS2,62.7,58.0,7.01,6.97,4.38,8.67
28278,1.0,Very Good,D,SI2,59.4,60.0,6.48,6.56,3.87,8.421
28279,0.39,Very Good,F,SI1,60.0,55.0,4.76,4.79,2.86,6.494
28280,1.27,Ideal,J,VS2,61.5,57.0,6.93,6.98,4.28,8.602
28281,0.7,Ideal,G,SI1,60.7,55.0,5.76,5.8,3.51,7.917
28282,0.33,Ideal,E,VS2,62.1,56.0,4.45,4.4,2.75,6.833
28283,0.25,Ideal,F,VVS1,60.9,57.0,4.06,4.09,2.48,6.354
28284,0.81,Ideal,E,VS2,62.0,55.0,5.97,5.99,3.71,8.189
28285,1.0,Very Good,J,SI2,63.2,62.0,6.32,6.27,3.98,8.1
28286,2.5,Ideal,J,SI2,60.7,55.0,8.8,8.66,5.3,9.68
28287,1.0,Good,I,VS2,62.6,59.0,6.28,6.33,3.95,8.314
28288,0.7,Premium,F,SI1,61.9,58.0,5.69,5.74,3.54,7.71
28289,0.33,Ideal,H,VVS1,61.6,55.0,4.45,4.48,2.75,6.593
28290,0.32,Ideal,G,VS2,62.1,56.0,4.4,4.36,2.72,6.51
28291,1.5,Fair,G,SI1,64.5,57.0,7.15,7.09,4.59,9.245
28292,1.02,Very Good,F,VS1,61.3,59.0,6.45,6.51,3.97,8.822
28293,1.29,Premium,G,SI2,61.1,59.0,7.03,6.95,4.27,8.719
28294,0.41,Ideal,J,IF,62.1,54.0,4.78,4.81,2.98,6.655
28295,2.03,Very Good,E,SI2,63.0,61.0,7.99,8.04,5.05,9.661
28296,0.26,Ideal,H,VS1,62.3,54.0,4.07,4.11,2.55,6.178
28297,0.42,Good,F,SI2,64.1,56.0,4.76,4.72,3.04,6.471
28298,0.72,Ideal,G,VS2,61.3,56.0,5.77,5.81,3.55,7.993
28299,1.01,Good,J,SI2,59.5,62.0,6.42,6.46,3.83,8.231
28300,0.5,Ideal,F,SI1,61.5,55.0,5.16,5.12,3.16,7.194
28301,0.56,Ideal,I,VS2,62.2,57.0,5.27,5.28,3.28,7.256
28302,1.02,Ideal,H,SI1,63.0,57.0,6.36,6.3,3.99,8.351
28303,0.23,Very Good,D,VVS2,63.5,58.0,3.86,3.89,2.46,6.184
28304,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,8.101
28305,1.11,Good,J,SI1,63.6,58.0,6.48,6.57,4.15,8.255
28306,0.5,Very Good,D,VS2,62.9,61.0,4.96,5.03,3.14,7.469
28307,2.09,Premium,H,SI1,60.5,61.0,8.32,8.25,5.01,9.398
28308,0.4,Ideal,F,IF,62.3,57.0,4.69,4.71,2.93,7.164
28309,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,6.746
28310,0.32,Premium,H,VS2,62.7,58.0,4.33,4.35,2.72,6.155
28311,0.3,Very Good,G,VS2,61.7,56.0,4.32,4.35,2.67,6.293
28312,2.19,Premium,E,SI2,62.4,61.0,8.31,8.23,5.16,9.811
28313,2.39,Premium,I,VS1,61.2,60.0,8.63,8.6,5.27,9.778
28314,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,7.907
28315,0.5,Ideal,I,SI1,61.4,56.0,5.13,5.16,3.16,6.972
28316,0.7,Premium,H,VS2,60.7,59.0,5.66,5.68,3.44,7.781
28317,0.32,Premium,H,VS1,60.2,58.0,4.47,4.43,2.68,6.579
28318,0.61,Ideal,E,VS1,61.7,55.0,5.45,5.47,3.37,7.734
28319,0.59,Very Good,F,VS2,61.6,56.0,5.39,5.41,3.33,7.487
28320,1.51,Premium,J,VS1,62.1,58.0,7.36,7.4,4.58,9.033
28321,1.19,Ideal,I,SI1,62.3,55.0,6.8,6.82,4.24,8.646
28322,1.5,Premium,E,SI2,60.8,59.0,7.34,7.36,4.47,9.122
28323,0.3,Premium,I,VVS1,62.2,58.0,4.28,4.31,2.67,6.314
28324,0.52,Very Good,G,SI1,63.5,58.0,5.14,5.1,3.25,7.065
28325,0.3,Premium,F,VS1,61.0,58.0,4.36,4.33,2.65,6.594
28326,0.57,Ideal,F,SI1,61.6,57.0,5.37,5.34,3.3,7.359
28327,1.0,Premium,H,VS2,59.3,61.0,6.47,6.45,3.83,8.558
28328,0.81,Ideal,H,SI1,62.8,57.0,5.95,5.92,3.73,7.817
28329,1.0,Ideal,D,SI1,60.2,57.0,6.48,6.54,3.92,8.471
28330,0.71,Ideal,H,VS1,61.7,55.0,5.73,5.75,3.54,8.08
28331,1.24,Ideal,F,VS2,62.2,56.0,6.94,6.88,4.3,9.024
28332,0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66,6.109
28333,0.3,Ideal,G,VVS2,62.1,55.0,4.32,4.35,2.69,6.5
28334,1.51,Very Good,G,VVS2,63.6,57.0,7.2,7.32,4.62,9.51
28335,0.31,Premium,F,VS2,62.3,59.0,4.29,4.34,2.69,6.438
28336,0.51,Ideal,E,VVS2,62.4,59.0,5.07,5.12,3.18,7.847
28337,0.9,Premium,D,SI1,59.4,61.0,6.32,6.3,3.75,8.463
28338,0.51,Premium,E,VS1,61.6,57.0,5.13,5.1,3.15,7.595
28339,0.5,Ideal,F,VVS2,62.2,54.0,5.11,5.09,3.17,7.678
28340,0.41,Good,F,SI1,63.7,58.0,4.74,4.71,3.01,6.807
28341,1.13,Ideal,G,VS2,61.6,57.0,6.7,6.68,4.12,8.894
28342,0.9,Ideal,J,VS2,62.8,55.0,6.2,6.16,3.88,7.943
28343,1.02,Ideal,F,SI2,62.4,57.0,6.43,6.4,4.0,8.389
28344,0.91,Premium,G,VS1,60.9,54.0,6.38,6.27,3.85,8.414
28345,0.42,Ideal,D,SI1,62.1,54.0,4.84,4.86,3.01,6.635
28346,2.03,Very Good,E,SI2,63.1,56.0,8.01,7.99,5.05,9.592
28347,0.32,Ideal,F,SI1,61.9,55.0,4.38,4.41,2.72,6.196
28348,0.29,Very Good,G,VS2,61.5,58.0,4.25,4.27,2.62,6.568
28349,1.2,Very Good,H,SI1,61.0,58.0,6.84,6.92,4.2,8.703
28350,1.0,Fair,E,SI2,65.8,58.0,6.28,6.16,4.09,7.989
28351,0.31,Premium,I,VVS1,61.0,58.0,4.33,4.39,2.66,6.347
28352,1.25,Good,I,SI2,60.5,64.0,6.91,6.82,4.15,8.15
28353,1.0,Premium,D,VS1,62.7,62.0,6.23,6.21,3.9,8.963
28354,0.38,Premium,I,VS2,62.5,58.0,4.61,4.58,2.87,6.7
28355,0.78,Ideal,D,VS2,62.9,56.0,5.85,5.88,3.69,8.226
28356,0.71,Premium,F,SI2,62.0,59.0,5.68,5.65,3.51,7.759
28357,0.52,Ideal,H,VVS1,61.0,56.0,5.17,5.21,3.17,7.466
28358,1.0,Very Good,G,SI2,60.0,62.0,6.45,6.48,3.88,8.342
28359,1.53,Premium,F,VS1,60.3,58.0,7.51,7.48,4.52,9.63
28360,1.5,Ideal,G,VS1,61.8,56.0,7.38,7.31,4.54,9.501
28361,0.32,Very Good,D,SI1,63.0,57.0,4.35,4.38,2.75,6.265
28362,0.9,Very Good,H,VS2,63.0,57.0,6.09,6.13,3.85,8.385
28363,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,7.739
28364,0.7,Ideal,G,VS2,61.9,56.0,5.68,5.7,3.52,8.087
28365,0.41,Ideal,E,SI1,62.1,54.0,4.81,4.76,2.97,6.876
28366,0.3,Ideal,I,VS1,62.5,54.0,4.32,4.29,2.69,6.41
28367,0.53,Ideal,G,VS2,60.4,57.0,5.27,5.23,3.17,7.382
28368,0.38,Very Good,G,VS2,60.1,61.0,4.63,4.66,2.79,6.641
28369,0.3,Ideal,F,VVS1,62.4,54.0,4.31,4.35,2.7,6.687
28370,0.31,Premium,F,VS2,62.7,59.0,4.3,4.34,2.71,6.438
28371,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,7.889
28372,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,6.719
28373,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,8.491
28374,1.26,Very Good,H,SI1,62.1,57.0,6.88,6.94,4.29,8.751
28375,0.72,Good,F,VS2,64.1,64.0,5.66,5.6,3.61,7.859
28376,0.51,Very Good,H,VS2,59.8,57.0,5.22,5.25,3.13,7.132
28377,0.3,Very Good,H,SI1,62.9,57.0,4.26,4.29,2.69,6.043
28378,0.4,Very Good,F,VS1,61.3,54.0,4.8,4.83,2.95,6.791
28379,1.0,Premium,E,SI2,61.0,62.0,6.41,6.34,3.89,8.343
28380,0.5,Very Good,G,VVS1,60.9,57.0,5.1,5.15,3.12,7.519
28381,0.53,Ideal,G,VVS2,61.7,56.0,5.23,5.2,3.22,7.626
28382,0.97,Premium,D,SI1,62.0,60.0,6.25,6.29,3.89,8.46
28383,0.29,Very Good,F,VS1,59.1,60.0,4.33,4.36,2.57,6.223
28384,0.56,Ideal,G,VS1,62.2,55.0,5.31,5.27,3.29,7.557
28385,0.31,Good,I,VS1,63.9,55.0,4.3,4.28,2.74,6.373
28386,0.32,Ideal,H,VS2,62.8,55.0,4.41,4.38,2.76,6.474
28387,0.72,Ideal,I,VS1,62.3,55.0,5.79,5.69,3.58,7.725
28388,0.91,Ideal,E,SI2,61.5,56.0,6.23,6.2,3.82,8.268
28389,0.39,Ideal,G,VVS2,60.6,57.0,4.72,4.75,2.87,6.805
28390,0.52,Very Good,G,VS2,62.6,58.0,5.08,5.11,3.19,7.261
28391,1.02,Very Good,G,SI2,62.9,59.0,6.38,6.4,4.02,8.364
28392,1.0,Very Good,G,I1,62.5,62.0,6.42,6.35,3.99,8.01
28393,1.02,Fair,G,SI2,65.3,58.0,6.33,6.22,4.1,8.239
28394,2.74,Very Good,J,SI2,61.5,62.0,8.87,8.9,5.46,9.751
28395,0.33,Ideal,H,VVS2,60.9,57.0,4.48,4.52,2.74,6.501
28396,1.25,Very Good,H,SI1,62.4,55.0,6.85,6.89,4.29,8.718
28397,1.11,Very Good,F,VS1,62.1,58.0,6.63,6.7,4.14,9.016
28398,0.52,Very Good,F,VVS2,62.9,57.0,5.11,5.13,3.22,7.618
28399,0.9,Good,F,SI1,63.9,59.0,6.09,6.06,3.88,8.292
28400,0.6,Ideal,E,VVS1,62.0,53.7,5.4,5.44,3.36,8.033
28401,0.51,Ideal,E,VS2,61.8,56.0,5.14,5.12,3.17,7.485
28402,0.42,Ideal,F,SI1,60.9,55.0,4.84,4.88,2.96,6.65
28403,1.05,Premium,G,VS1,61.6,58.0,6.51,6.48,4.0,8.863
28404,1.35,Very Good,G,VS1,63.4,56.0,7.09,7.01,4.47,9.019
28405,0.34,Very Good,H,VVS1,62.9,57.0,4.44,4.47,2.8,6.653
28406,0.53,Very Good,E,VVS2,62.3,55.0,5.18,5.22,3.23,7.732
28407,2.0,Ideal,I,VS1,62.3,56.0,8.08,8.03,5.02,9.466
28408,0.52,Very Good,I,VS1,61.0,58.0,5.18,5.22,3.17,7.178
28409,0.4,Ideal,F,VVS1,60.7,56.0,4.79,4.77,2.9,7.188
28410,0.7,Good,E,SI2,62.2,63.0,5.65,5.6,3.5,7.528
28411,1.2,Very Good,H,SI1,62.5,59.0,6.66,6.72,4.18,8.703
